GENERATION_PROJECT	build_year	gen_predetermined_cap
Wells_Offshore_Oil	1989	4.225210546
Wells_Offshore_Oil	1990	4.683620255
Wells_Offshore_Oil	1991	3.142519193
Wells_Offshore_Oil	1992	3.085217979
Wells_Offshore_Oil	1993	5.482821393
Wells_Offshore_Oil	1994	6.339323745
Wells_Offshore_Oil	1995	7.883440661
Wells_Offshore_Oil	1996	9.539144152
Wells_Offshore_Oil	1997	9.309939297
Wells_Offshore_Oil	1998	6.625829814
Wells_Offshore_Oil	1999	8.396135731
Wells_Offshore_Oil	2000	12.7359487
Wells_Offshore_Oil	2001	13.53514984
Wells_Offshore_Oil	2002	9.080734442
Wells_Offshore_Oil	2003	7.023922456
Wells_Offshore_Oil	2004	9.309939297
Wells_Offshore_Oil	2005	7.367729738
Wells_Offshore_Oil	2006	7.539633379
Wells_Offshore_Oil	2007	7.71153702
Wells_Offshore_Oil	2008	7.883440661
Wells_Offshore_Oil	2009	5.253616539
Wells_Offshore_Oil	2010	5.883929889
Wells_Offshore_Oil	2011	5.998532317
Wells_Offshore_Oil	2012	7.425030952
Wells_Offshore_Oil	2013	6.683131027
Wells_Offshore_Oil	2014	8.281533304
Wells_Offshore_Oil	2015	3.999021544
Wells_Offshore_Oil	2016	1.426498635
Wells_Offshore_Oil	2017	0.458409709
Wells_Shale_Oil	2007	8.525817425
Wells_Shale_Oil	2008	15.54370817
Wells_Shale_Oil	2009	10.41072577
Wells_Shale_Oil	2010	30.41789691
Wells_Shale_Oil	2011	45.798749
Wells_Shale_Oil	2012	67.91701748
Wells_Shale_Oil	2013	67.23845048
Wells_Shale_Oil	2014	69.93763923
Wells_Shale_Oil	2015	49.94554736
Wells_Shale_Oil	2016	31.39201754
Wells_Shale_Oil	2017	9.177241749
Hawaii_GasDistribution	1955	31
Hawaii_GasDistribution	1965	105
Hawaii_GasDistribution	1975	64
Hawaii_GasDistribution	1985	56
Hawaii_GasDistribution	1995	97
Hawaii_GasDistribution	2005	77
Hawaii_GasDistribution	2012	22
Hawaii_GasService	1955	2901
Hawaii_GasService	1965	5537
Hawaii_GasService	1975	6590
Hawaii_GasService	1985	8428
Hawaii_GasService	1995	6609
Hawaii_GasService	2005	3207
Hawaii_GasService	2012	3276
Hawaii_GasTransmission_Onshore	1975	67
Hawaii_GasTransmission_Onshore	2005	1
Hawaii_GasTransmission_Onshore	2012	4
Hawaii_OilPipeline_Onshore	1955	16
Hawaii_OilPipeline_Onshore	1965	499
Hawaii_OilPipeline_Onshore	1975	236
Hawaii_OilPipeline_Onshore	2005	129
Hawaii_GasDistribution	2020	0
Hawaii_GasDistribution	2022	0
Hawaii_GasDistribution	2025	0
Hawaii_GasDistribution	2030	0
Hawaii_GasDistribution	2035	0
Hawaii_GasDistribution	2040	0
Hawaii_GasService	2020	0
Hawaii_GasService	2022	0
Hawaii_GasService	2025	0
Hawaii_GasService	2030	0
Hawaii_GasService	2035	0
Hawaii_GasService	2040	0
Hawaii_GasTransmission_Onshore	2020	0
Hawaii_GasTransmission_Onshore	2022	0
Hawaii_GasTransmission_Onshore	2025	0
Hawaii_GasTransmission_Onshore	2030	0
Hawaii_GasTransmission_Onshore	2035	0
Hawaii_GasTransmission_Onshore	2040	0
Hawaii_LNG	2020	0
Hawaii_LNG	2022	0
Hawaii_LNG	2025	0
Hawaii_LNG	2030	0
Hawaii_LNG	2035	0
Hawaii_LNG	2040	0
Hawaii_OilPipeline_Onshore	2020	0
Hawaii_OilPipeline_Onshore	2022	0
Hawaii_OilPipeline_Onshore	2025	0
Hawaii_OilPipeline_Onshore	2030	0
Hawaii_OilPipeline_Onshore	2035	0
Hawaii_OilPipeline_Onshore	2040	0
NonHawaii_Coal_railroad	2020	0
NonHawaii_Coal_railroad	2022	0
NonHawaii_Coal_railroad	2025	0
NonHawaii_Coal_railroad	2030	0
NonHawaii_Coal_railroad	2035	0
NonHawaii_Coal_railroad	2040	0
NonHawaii_GasDistribution	2020	0
NonHawaii_GasDistribution	2022	0
NonHawaii_GasDistribution	2025	0
NonHawaii_GasDistribution	2030	0
NonHawaii_GasDistribution	2035	0
NonHawaii_GasDistribution	2040	0
NonHawaii_GasGathering_offshore	2020	0
NonHawaii_GasGathering_offshore	2022	0
NonHawaii_GasGathering_offshore	2025	0
NonHawaii_GasGathering_offshore	2030	0
NonHawaii_GasGathering_offshore	2035	0
NonHawaii_GasGathering_offshore	2040	0
NonHawaii_GasGathering_onshore	2020	0
NonHawaii_GasGathering_onshore	2022	0
NonHawaii_GasGathering_onshore	2025	0
NonHawaii_GasGathering_onshore	2030	0
NonHawaii_GasGathering_onshore	2035	0
NonHawaii_GasGathering_onshore	2040	0
NonHawaii_GasService	2020	0
NonHawaii_GasService	2022	0
NonHawaii_GasService	2025	0
NonHawaii_GasService	2030	0
NonHawaii_GasService	2035	0
NonHawaii_GasService	2040	0
NonHawaii_GasTransmission_Offshore	2020	0
NonHawaii_GasTransmission_Offshore	2022	0
NonHawaii_GasTransmission_Offshore	2025	0
NonHawaii_GasTransmission_Offshore	2030	0
NonHawaii_GasTransmission_Offshore	2035	0
NonHawaii_GasTransmission_Offshore	2040	0
NonHawaii_GasTransmission_Onshore	2020	0
NonHawaii_GasTransmission_Onshore	2022	0
NonHawaii_GasTransmission_Onshore	2025	0
NonHawaii_GasTransmission_Onshore	2030	0
NonHawaii_GasTransmission_Onshore	2035	0
NonHawaii_GasTransmission_Onshore	2040	0
NonHawaii_OilPipeline_Offshore	2020	0
NonHawaii_OilPipeline_Offshore	2022	0
NonHawaii_OilPipeline_Offshore	2025	0
NonHawaii_OilPipeline_Offshore	2030	0
NonHawaii_OilPipeline_Offshore	2035	0
NonHawaii_OilPipeline_Offshore	2040	0
NonHawaii_OilPipeline_Onshore	2020	0
NonHawaii_OilPipeline_Onshore	2022	0
NonHawaii_OilPipeline_Onshore	2025	0
NonHawaii_OilPipeline_Onshore	2030	0
NonHawaii_OilPipeline_Onshore	2035	0
NonHawaii_OilPipeline_Onshore	2040	0
Oahu_CC_152	2020	0
Oahu_CC_152	2022	0
Oahu_CC_152	2025	0
Oahu_CC_152	2030	0
Oahu_CC_152	2035	150.586
Oahu_CC_152	2040	0
Oahu_CC_Kahe4_Generic	2020	0
Oahu_CC_Kahe4_Generic	2022	0
Oahu_CC_Kahe4_Generic	2025	0
Oahu_CC_Kahe4_Generic	2030	0
Oahu_CC_Kahe4_Generic	2035	0
Oahu_CC_Kahe4_Generic	2040	0
Oahu_CC_Kahe5_Generic	2020	0
Oahu_CC_Kahe5_Generic	2022	0
Oahu_CC_Kahe5_Generic	2025	0
Oahu_CC_Kahe5_Generic	2030	0
Oahu_CC_Kahe5_Generic	2035	0
Oahu_CC_Kahe5_Generic	2040	0
Oahu_CC_Kahe6_Generic	2020	0
Oahu_CC_Kahe6_Generic	2022	0
Oahu_CC_Kahe6_Generic	2025	0
Oahu_CC_Kahe6_Generic	2030	0
Oahu_CC_Kahe6_Generic	2035	0
Oahu_CC_Kahe6_Generic	2040	0
Oahu_CentralTrackingPV_PV_01	2020	0
Oahu_CentralTrackingPV_PV_01	2022	0
Oahu_CentralTrackingPV_PV_01	2025	0
Oahu_CentralTrackingPV_PV_01	2030	0
Oahu_CentralTrackingPV_PV_01	2035	0
Oahu_CentralTrackingPV_PV_01	2040	0
Oahu_CentralTrackingPV_PV_02	2020	0
Oahu_CentralTrackingPV_PV_02	2022	0
Oahu_CentralTrackingPV_PV_02	2025	0
Oahu_CentralTrackingPV_PV_02	2030	0
Oahu_CentralTrackingPV_PV_02	2035	0
Oahu_CentralTrackingPV_PV_02	2040	0
Oahu_CentralTrackingPV_PV_03	2020	0
Oahu_CentralTrackingPV_PV_03	2022	0
Oahu_CentralTrackingPV_PV_03	2025	0
Oahu_CentralTrackingPV_PV_03	2030	0
Oahu_CentralTrackingPV_PV_03	2035	0
Oahu_CentralTrackingPV_PV_03	2040	0
Oahu_CentralTrackingPV_PV_04	2020	0
Oahu_CentralTrackingPV_PV_04	2022	0
Oahu_CentralTrackingPV_PV_04	2025	0
Oahu_CentralTrackingPV_PV_04	2030	0
Oahu_CentralTrackingPV_PV_04	2035	77.07909873
Oahu_CentralTrackingPV_PV_04	2040	0
Oahu_CentralTrackingPV_PV_05	2020	34.18905258
Oahu_CentralTrackingPV_PV_05	2022	0
Oahu_CentralTrackingPV_PV_05	2025	0
Oahu_CentralTrackingPV_PV_05	2030	0
Oahu_CentralTrackingPV_PV_05	2035	0
Oahu_CentralTrackingPV_PV_05	2040	0
Oahu_CentralTrackingPV_PV_06	2020	0
Oahu_CentralTrackingPV_PV_06	2022	0
Oahu_CentralTrackingPV_PV_06	2025	0
Oahu_CentralTrackingPV_PV_06	2030	0
Oahu_CentralTrackingPV_PV_06	2035	0
Oahu_CentralTrackingPV_PV_06	2040	0
Oahu_CentralTrackingPV_PV_07	2020	0
Oahu_CentralTrackingPV_PV_07	2022	0
Oahu_CentralTrackingPV_PV_07	2025	0
Oahu_CentralTrackingPV_PV_07	2030	0
Oahu_CentralTrackingPV_PV_07	2035	0
Oahu_CentralTrackingPV_PV_07	2040	0
Oahu_CentralTrackingPV_PV_08	2020	0
Oahu_CentralTrackingPV_PV_08	2022	0
Oahu_CentralTrackingPV_PV_08	2025	0
Oahu_CentralTrackingPV_PV_08	2030	0
Oahu_CentralTrackingPV_PV_08	2035	0
Oahu_CentralTrackingPV_PV_08	2040	0
Oahu_CentralTrackingPV_PV_09	2020	0
Oahu_CentralTrackingPV_PV_09	2022	0
Oahu_CentralTrackingPV_PV_09	2025	0
Oahu_CentralTrackingPV_PV_09	2030	0
Oahu_CentralTrackingPV_PV_09	2035	0
Oahu_CentralTrackingPV_PV_09	2040	0
Oahu_CentralTrackingPV_PV_10	2020	0
Oahu_CentralTrackingPV_PV_10	2022	0
Oahu_CentralTrackingPV_PV_10	2025	0
Oahu_CentralTrackingPV_PV_10	2030	0
Oahu_CentralTrackingPV_PV_10	2035	0
Oahu_CentralTrackingPV_PV_10	2040	0
Oahu_CentralTrackingPV_PV_11	2020	0
Oahu_CentralTrackingPV_PV_11	2022	0
Oahu_CentralTrackingPV_PV_11	2025	144.2626436
Oahu_CentralTrackingPV_PV_11	2030	0
Oahu_CentralTrackingPV_PV_11	2035	0
Oahu_CentralTrackingPV_PV_11	2040	0
Oahu_CentralTrackingPV_PV_12	2020	0
Oahu_CentralTrackingPV_PV_12	2022	0
Oahu_CentralTrackingPV_PV_12	2025	0
Oahu_CentralTrackingPV_PV_12	2030	0
Oahu_CentralTrackingPV_PV_12	2035	0
Oahu_CentralTrackingPV_PV_12	2040	0
Oahu_CentralTrackingPV_PV_13	2020	0
Oahu_CentralTrackingPV_PV_13	2022	0
Oahu_CentralTrackingPV_PV_13	2025	0
Oahu_CentralTrackingPV_PV_13	2030	0
Oahu_CentralTrackingPV_PV_13	2035	0
Oahu_CentralTrackingPV_PV_13	2040	0
Oahu_CentralTrackingPV_PV_14	2020	0
Oahu_CentralTrackingPV_PV_14	2022	0
Oahu_CentralTrackingPV_PV_14	2025	0
